location,location_id,gtfs_stop_name,stop_lat,stop_lon,match_type
SCUNTHORP AND SHEPPARD,306,Sheppard Ave East at Breckon Gate,43.80027,-79.20723,fuzzy_86
FIREBRACE AND STEELES,307,Steeles Ave East at Firebrace Rd,43.817679,-79.33227,intersection_exact
DON MILLS STATION AND STEELES,309,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
DAVENPORT AND DUFFERIN,311,Dufferin St at Davenport Rd,43.673079,-79.441106,intersection_exact
BROADVIEW AND DON VALL,313,Broadview Station at Bus Bay 4,43.676772,-79.358451,fuzzy_86
ALBION AND HUMBERLINE,314,Albion Rd at Humberline Dr,43.746942,-79.621692,intersection_exact
AUCKLAND AND DUNDAS,315,Dundas St West at Old Oak Dr East Side,43.657008,-79.519699,fuzzy_86
KEELE STATION AND ROGERS,316,Keele St at Rogers Rd,43.682269,-79.471749,fuzzy_95
SCARBOROUGH TOWN CENTE,317,Scarborough Centre Station at Bus Bay 4,43.774515,-79.257894,fuzzy_90
ANNETTE AND DUNDAS,318,Dundas St West at Annette St,43.664503,-79.459097,intersection_exact
BLOOR AND JANE,319,Bloor St West at Jane St,43.649118,-79.484624,intersection_exact
COXWELL AND DANFORTH,320,Danforth Ave at Coxwell Ave,43.683222,-79.323734,intersection_exact
DUNDAS STATION AND YONGE,321,Yonge St at York Mills Rd North Side - York Mills Station,43.744863,-79.40666,fuzzy_86
FINCH STATION AND HUMBERLINE,322,Humberline Dr at Finch Ave West,43.735484,-79.617875,intersection_exact
LESLIE STATION AND YORK MILLS,323,York Mills Rd at Leslie St,43.752788,-79.360218,fuzzy_95
COLONEL SAMUEL SMITH P,324,Lake Shore Blvd West at Colonel Samuel Smith Park Dr,43.598047,-79.517179,fuzzy_TokenSet_high
DYNAMIC AND MCNICOLL,326,Dynamic Dr at McNicoll Ave North Side,43.823692,-79.251527,fuzzy_86
MEAD AND VICTORIA PARK,327,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
COMSTOCK AND WARDEN,328,Warden Ave at Comstock Rd,43.721839,-79.285342,intersection_exact
ALBION AND LUND,329,Albion Rd at Riverdale Dr,43.735283,-79.561541,fuzzy_86
CALEDONIA AND LAWRENCE,330,Caledonia Rd at Lawrence Ave West,43.711656,-79.466725,intersection_exact
LAKESHO AND PARLIAMENT,331,,,,unmatched
CALEDONIA AND EGLINTON,332,Eglinton Ave West at Caledonia Rd,43.692905,-79.462355,intersection_exact
FINCH AND MILLIKEN,333,Finch Ave East at Milliken Blvd,43.801717,-79.294427,intersection_exact
KIPLING STATION AND RATHBURN,334,Kipling Ave at Rathburn Rd,43.659757,-79.542992,fuzzy_95
TRANSIT AND WILSON STATION,336,Transit Rd at Wilson Ave,43.734385,-79.452674,intersection_exact
MARKHAM AND TUXEDO,337,Markham Rd at Tuxedo Crt,43.77944,-79.232752,fuzzy_95
GUILDWOOD AND KINGSTON,339,Guildwood Pkwy at Kingston Rd,43.74921,-79.204867,fuzzy_95
CENTENNIAL COLLEGE STATION,341,Centennial College Bus Terminal,43.786406,-79.229692,fuzzy_95
EGLINTON AND KENNEDY STATION,343,Eglinton Ave East at Kennedy Rd,43.732413,-79.267746,intersection_exact
UNKNOWN,344,,,,not_geocodable
OAKWOOD AND ST CLAIR STATION W,345,Oakwood Ave at St Clair Ave West,43.679864,-79.435844,intersection_exact
ELLESMERE AND MILITARY,347,Ellesmere Rd at Borough Approach East,43.771125,-79.255707,fuzzy_86
LAWRENCE STATION AND WESTON,348,Lawrence Ave West at Weston Rd,43.699921,-79.516784,intersection_exact
SIGNAL HILL AND STEELES,349,Signal Hill Ave at Steeles Ave West,43.752762,-79.624929,intersection_exact
ST CLAIR STATION W STATION,350,St Clair,43.687748,-79.392586,exact
ALBION AND KIPLING,351,Albion Rd at Kipling Ave,43.739768,-79.580072,intersection_exact
STEELES AND STEINWAY,352,Steeles Ave West at Steinway Blvd,43.754005,-79.620088,intersection_exact
COLLEGE STATION AND OSSINGTON,353,Ossington Ave at College St,43.654463,-79.422802,fuzzy_95
KENNEDY AND SHEPPARD,354,Sheppard Ave East at Kennedy Rd,43.783432,-79.288075,intersection_exact
JANE AND MAPLE LEAF,355,Jane St at Maple Leaf Dr,43.709123,-79.505308,intersection_exact
O CONNOR AND PAPE,356,Pape Ave at Lipton Ave North Side,43.679891,-79.345139,fuzzy_86
ALBION AND ELMHURST,357,Albion Rd at Elmhurst Dr,43.725287,-79.550901,intersection_exact
MILVAN AND PENN,358,,,,unmatched
OAKWOOD AND ROGERS,359,Oakwood Ave at Rogers Rd,43.687221,-79.438826,intersection_exact
EGLINTON AND LASCELLES,360,Eglinton Ave West at Lascelles Blvd,43.705725,-79.403558,intersection_exact
CULFORD AND LAWRENCE,361,Lawrence Ave West at Culford Rd,43.706494,-79.487529,intersection_exact
DON MILLS AND SENECA H,363,Don Mills Rd at Seneca Hill Dr,43.790373,-79.354328,fuzzy_89
ELLESMERE STATION AND MIDLAND,364,Ellesmere Rd at Midland Ave,43.768149,-79.270795,fuzzy_95
CHESSWOOD AND FINCH,365,Finch Ave West at Chesswood Dr,43.766456,-79.477022,intersection_exact
ISLINGTON STATION AND WESTWAY,366,The Westway at Islington Ave,43.688461,-79.543101,fuzzy_95
BLOOR AND ISLINGTON STATION,367,Bloor St West at Islington Ave,43.644845,-79.52317,intersection_exact
BAY STATION AND FRONT,368,Yonge St at Front St West,43.646785,-79.377161,fuzzy_86
MCCOWAN AND SHEPPARD,369,McCowan Rd at Sheppard Ave East,43.789465,-79.258561,intersection_exact
FINCH AND SENTINEL,370,Sentinel Rd at Finch Ave West,43.760788,-79.499749,intersection_exact
MOUNT DENNIS GARAGE,372,Mount Dennis Garage,43.693599,-79.495302,exact
SPADINA STATION,373,Harbord St at Spadina Ave,43.662955,-79.402355,fuzzy_90
MORNINGSIDE AND OLD FI,374,Morningside Ave at Staines Rd North Side,43.819734,-79.221875,fuzzy_86
BATHURST STATION AND GREENWIN,375,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
QUEENSWAY GARAGE,376,The West Mall at The Queensway South Side,43.61175,-79.562334,fuzzy_86
KINGSTON AND WOODBINE,377,Woodbine Ave at Kingston Rd,43.674044,-79.30805,intersection_exact
QUEENSWAY DIVISION,378,The West Mall at The Queensway South Side,43.61175,-79.562334,fuzzy_86
LANSDOWNE AND ST CLAIR STATION,379,Lansdowne Ave at St Clair Ave West,43.676123,-79.450405,intersection_exact
QUEEN STATION PARK CIRCLE,380,Wellesley St West at Queen's Park Cres East East Side,43.663633,-79.390156,fuzzy_86
MOUNT DENNIS DIVISION,381,Mount Dennis Station at Bus Bay 15,43.688793,-79.486942,fuzzy_85
LAWRENCE STATION AND MIDLAND,382,Midland Ave at Lawrence Ave East,43.751707,-79.265301,intersection_exact
JANE STATION AND SHEPPARD,383,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
HOLLYHEDGE AND MCCOWAN,384,,,,unmatched
BATHURST STATION,385,Bathurst,43.666447,-79.411186,exact
LAWR AND VICTORIA PARK,386,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
HUMBERWOOD AND MORNING,387,Humberwood Blvd at Arborwood Dr East Side,43.72349,-79.618315,fuzzy_86
FINCH STATION AND YONGE,389,Yonge St at Finch Ave East,43.779588,-79.415334,intersection_exact
HUMBER COLLEGE STATION,390,Humber College Station - Subway Platform,43.729891,-79.601616,station_exact
MORNINGSIDE AND STEELES,391,Steeles Ave East at Morningside Ave,43.838216,-79.243873,intersection_exact
KINGSTON AND ST CLAIR,392,St Clair Ave East at Kingston Rd,43.721743,-79.23683,intersection_exact
BLOOR AND INDIAN,393,Bloor St West at Indian Rd,43.655222,-79.457156,intersection_exact
FINCH AND TAPSCOTT,394,Tapscott Rd at Finch Ave East,43.814413,-79.237381,intersection_exact
ST CLAIR AND WARDEN STATION,395,St Clair Ave East at Kennedy Rd,43.716705,-79.261083,fuzzy_86
FIRGROVE CRES AND JANE,396,Jane St at Steeles Ave West South Side,43.774891,-79.521862,fuzzy_86
ORMONT AND WESTON,397,Ormont Dr at Weston Rd,43.764703,-79.545746,intersection_exact
KENNEDY STATION A PL,398,Kennedy Station at Bus Bay 4,43.732361,-79.26374,fuzzy_84
MIDLAND STATION AND STEELES,399,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
MORNINGSIDE AND OASIS,402,Morningside Ave at Staines Rd North Side,43.819734,-79.221875,fuzzy_86
WALSH AND WILSON,403,Walsh Ave at Wilson Ave,43.715641,-79.532544,intersection_exact
BATHURST AND COVINGTON,404,Bathurst St at Covington Rd,43.721136,-79.430335,intersection_exact
MORNINGSIDE AND PASSMORE,405,Morningside Ave at Passmore Ave,43.833489,-79.241136,intersection_exact
SHERWAY GARDENS,406,Sherway Gardens Rd at Sherway Gate Mall),43.609847,-79.557773,fuzzy_90
LANSDOWNE STATION AND ST CLAIR,408,Lansdowne Ave at Paton Rd North Side,43.660913,-79.443619,fuzzy_86
FENMAR AND ORMONT,409,,,,unmatched
ST CLAIR AND WELLAND,411,St Clair Ave East at Welland Ave,43.691076,-79.379718,intersection_exact
CONSUMERS AND VICTORIA,412,Victoria Park Ave at Amsterdam Ave,43.715142,-79.298512,fuzzy_86
EGLINTON AND ROYAL YORK,413,Royal York Rd at Eglinton Ave West,43.682095,-79.526306,intersection_exact
CONS AND VICTORIA PARK,414,Victoria Park Station at Bus Bay 5,43.694476,-79.288705,fuzzy_88
CASTLEMORE AND MCCOWAN,415,McCowan Rd at Castlemore Ave,43.898403,-79.291869,intersection_exact
DUNAD AND GILMOUR,416,Dundas St West at Gilmour Ave,43.665481,-79.479365,fuzzy_86
EGLINTON AND HOYLE,417,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
ALLEN AND EGLINTON,418,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
LANSDOWNE AND SEAFORTH,419,Lansdowne Ave at Seaforth Ave,43.642783,-79.437588,intersection_exact
KENNEDY STATION PLAT,421,Kennedy Rd at Lovering Rd,43.799183,-79.295366,fuzzy_86
FINCH STATION AND KENNEDY,422,Finch Ave East at Kennedy Rd,43.801487,-79.29616,intersection_exact
LAWRENCE STATION AND MARKHAM,423,Lawrence Ave East at Markham Rd,43.759631,-79.225553,intersection_exact
BAYVIEW STATION AND YORK MILLS,424,York Mills Rd at Bayview Ave,43.74787,-79.384519,fuzzy_95
GREENBRAE AND MARKHAM,425,Markham Rd at Greenbrae Circt,43.762388,-79.226409,fuzzy_95
KENNEDY AND PROGRESS,426,Kennedy Rd at Progress Ave,43.769265,-79.282028,intersection_exact
EGLINTON AND,427,Eglinton Ave East at Pharmacy Ave,43.725855,-79.297171,fuzzy_90
BING AND VICTORIA PARK,428,Victoria Park Station at Bus Bay 4,43.694329,-79.288637,fuzzy_88
MAPLE AND SHERBOURNE,429,Sherbourne St at Maple Ave,43.674816,-79.377618,intersection_exact
ARROW AND SHEPPARD,430,Sheppard Ave West at Arrow Rd,43.735485,-79.529638,intersection_exact
IAN MACDONALD AND POND,431,The Pond Rd at Ian MacDonald Blvd,43.770797,-79.498522,fuzzy_86
KEELE AND LAWRENCE STATION,432,Keele St at Lawrence Ave West,43.708825,-79.478254,intersection_exact
DUFFERIN AND KEYWEST,433,Dufferin St at St Clair Ave West,43.677768,-79.442907,fuzzy_86
CARLAW AND COLGATE,434,Carlaw Ave at Lake Shore Blvd East,43.655953,-79.338049,fuzzy_86
JANE STATION AND TRETHEWEY,436,Jane St at Trethewey Dr,43.697819,-79.502577,fuzzy_95
HORNER AND JUDSON,437,Judson St at Horner Ave,43.612349,-79.515013,intersection_exact
DOWNSVIEW AND JANE,438,Jane St at Courage Ave South Side,43.744734,-79.514671,fuzzy_86
KENNEDY STATION DROP,439,Kennedy Station Drop-off Platform,43.732229,-79.263511,fuzzy_89
EGLINTON AND MOUNT PLE,440,Eglinton Ave West at Keele St/Trethewey Dr,43.689983,-79.475291,fuzzy_86
ALLINGHAM AND BATHURST,443,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
DONWAY AND LAWRENCE,444,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
FINCH AND MILVAN,445,Finch Ave West at Milvan Dr,43.750105,-79.552105,intersection_exact
FINCH STATION AND MARKHAM,446,Markham Rd at Finch Ave East,43.812817,-79.242767,intersection_exact
BRIMLEY AND TRITON,447,Triton Rd at Brimley Rd,43.773658,-79.261533,intersection_exact
KIPLING AND RATHBURN,448,Kipling Ave at Rathburn Rd,43.659757,-79.542992,intersection_exact
MARKHAM AND MCNICOLL,449,McNicoll Ave at Markham Rd,43.823774,-79.24824,intersection_exact
COMMANDER AND MCCOWAN STATION,450,McCowan Rd at Commander Blvd,43.796262,-79.261695,fuzzy_95
PEARSON AIRPORT TERMIN,451,6445 Airport Rd,43.692968,-79.627686,fuzzy_86
JANE STATION AND ST CLAIR,452,Dundas St West at Old Oak Dr East Side,43.657008,-79.519699,fuzzy_86
EARLSCOURT LOOP,453,Steeles Ave East Loop,43.798341,-79.417889,fuzzy_WRatio_high
HAREWOOD AND KINGSTON,455,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
FINCHDEN AND FINCHDENE,456,,,,unmatched
KINGSTON AND MORNINGSIDE,457,Morningside Ave at Kingston Rd,43.771286,-79.187002,intersection_exact
HUMBER COLLEGE AND HWY,458,Humber College Blvd at Lynmont Rd,43.731799,-79.596075,fuzzy_86
KIPLING AND THE WESTWA,459,Kipling Ave at The Westway,43.685458,-79.554422,fuzzy_89
KNOB HILL D AND WESTON,460,Lawrence Ave West at Ralph St - Weston GO Station,43.701092,-79.511712,fuzzy_86
DON MILLS STATION AND WYNFORD,461,Wynford Dr at Don Mills Rd,43.723157,-79.339184,fuzzy_95
FINCH AND MORNINGSIDE,462,Finch Ave East at Morningside Ave,43.81923,-79.220758,intersection_exact
BLOOR AND MALL,463,Bloor St West at Islington Ave,43.644845,-79.52317,fuzzy_86
AYLMER AND YONGE,464,Yonge St at Aylmer Ave,43.675502,-79.388832,intersection_exact
INDUSTRY AND RAY,465,Industry St at Ray Ave,43.692549,-79.491473,intersection_exact
MALVERN GARAGE,467,Sheppard Ave East at Malvern St,43.794789,-79.234821,fuzzy_86
BLOO AND THE W MALL,468,The East Mall at Bloor St West,43.636832,-79.556401,intersection_exact
BRIMLEY AND EGLINTON,469,Brimley Rd at Eglinton Ave East,43.736862,-79.248419,intersection_exact
CARLINGVIEW AND DIXON,471,Dixon Rd at Carlingview Dr,43.686589,-79.595728,intersection_exact
YONGE AND YORK MILLS STATION,472,York Mills Rd at Yonge St,43.744417,-79.405968,fuzzy_95
CUMMER AND YONGE,473,Yonge St at Cummer Ave,43.786938,-79.41714,intersection_exact
KEELE STATION AND LAWRENCE,474,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
RICHGR AND WILLOWRIDGE,475,,,,unmatched
BATHURST STATION AND STEELES,476,Steeles Ave East at Bathurst St,43.792709,-79.44514,intersection_exact
HARBORD AND SPADINA,477,Harbord St at Spadina Ave,43.662955,-79.402355,intersection_exact
GALLOWAY AND KINGSTON,478,Kingston Rd at Fenwood Heights West Side,43.727383,-79.230088,fuzzy_86
PEARSON TERMINAL 3,479,Airport Rd at Highway 427 Overpass West Side,43.686436,-79.602317,fuzzy_86
ALBION AND WESTON,480,Albion Rd at Weston Rd,43.717248,-79.53827,intersection_exact
KING STATION AND PARLIAMENT,482,King St East at Parliament St,43.652556,-79.363371,intersection_exact
AMAZON FUFILLMENT CENT,483,Morningside Ave at Passmore Ave - Amazon Fulfillment Centre,43.835793,-79.242093,fuzzy_90
EGLINTON AND MARLEE,484,Eglinton Ave West at Marlee Ave,43.698127,-79.439204,intersection_exact
AND BEECR AND SHEPPARD,485,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
HARRISO AND YORK MILLS,488,York Mills Rd at Hedgewood Rd East Side,43.744875,-79.398732,fuzzy_86
STEELES W,490,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_90
BRAECREST AND THE W,491,Lawrence Ave West at Westona St East Side,43.69728,-79.526961,fuzzy_86
WARDEN STATION BETWEEN EGLINTON,492,800 Warden Ave,43.725218,-79.286773,fuzzy_86
GREENWIN VILLAGE AND R,493,Village Gate at Steeles Ave West,43.792558,-79.440731,fuzzy_86
EGLINTON AND MIDLAND,494,Eglinton Ave East at Midland Ave,43.734195,-79.259166,intersection_exact
EGLINTON AND KENNEDY,495,Eglinton Ave East at Kennedy Rd,43.732413,-79.267746,intersection_exact
MARKLAND AND MILL,496,Markland Dr at Mill Rd,43.636216,-79.580313,intersection_exact
ROUGE HILL GO STATION,497,Rouge Hill GO Station Loop,43.780725,-79.130232,station_exact
DON MILL AND OVERLEA,499,Overlea Blvd at Don Mills Rd West Side,43.709806,-79.335373,fuzzy_86
MIDLAND AND STEELES,501,Steeles Ave East at Midland Ave,43.826099,-79.297089,intersection_exact
LAWRENCE AND LITTLE,502,Lawrence Ave West at Little Ave,43.699382,-79.519719,intersection_exact
ATLANTIC AND KING STATION,503,Atlantic Ave at King St West,43.639911,-79.421069,intersection_exact
DON MILLS AND WYNFORD,504,Don Mills Rd at Wynford Dr,43.722851,-79.339326,intersection_exact
CHURCH AND WELLESLEY,505,Wellesley St East at Church St,43.66561,-79.381083,intersection_exact
BAYVIEW STATION AND EGLINTON,506,Eglinton Ave East at Pharmacy Ave,43.725855,-79.297171,fuzzy_86
DUNDAS STATION AND SHORNCLIFFE,508,Shorncliffe Ave at Lockport Ave,43.627616,-79.542736,fuzzy_86
LAWRENCE AND SCARBOROUGH,509,Lawrence Ave East at Crockford Blvd,43.745931,-79.291536,fuzzy_86
BRADOAKS AND KEELE,510,Keele St at Eglinton Ave West,43.689975,-79.474862,fuzzy_86
EGLINTON AND KINGSTON,511,Eglinton Ave East at Kingston Rd,43.743796,-79.212135,intersection_exact
LAKESHORE GARAGE,513,Carlaw Ave at Lake Shore Blvd East,43.655953,-79.338049,fuzzy_86
MANHATTAN AND WARDEN,514,Warden Ave at Manhattan Dr,43.752109,-79.297613,intersection_exact
STEELES AND WESTON,515,Steeles Ave West at Weston Rd,43.770086,-79.546903,intersection_exact
TORYORK AND WESTON,517,Weston Rd at Toryork Dr,43.753493,-79.542887,intersection_exact
MORNING SIDE AND SHEPP,518,Morningside Ave at Sewells Rd North Side,43.816633,-79.21143,fuzzy_86
RUNNYMEDE STATION,519,Runnymede Station at Bus Bay 3,43.651787,-79.475714,fuzzy_95
HARBORD AND OSSINGTON,520,Harbord St at Ossington Ave,43.65868,-79.42399,intersection_exact
GARRATT AND WILSON,521,Wilson Ave at Garratt Blvd,43.730482,-79.467977,intersection_exact
GLENLAKE AND KEELE,523,Keele St at Glenlake Ave,43.658146,-79.461353,intersection_exact
LANSDOWNE STATION AND QUEEN,524,Lansdowne Ave at Bloor St West,43.658219,-79.442624,fuzzy_86
HEPBOURN AND OSSINGTON,527,Ossington Ave at Queen St West North Side,43.644832,-79.419001,fuzzy_86
KING STATION HIGH AND WILSON,528,Wilson Ave at King High Ave,43.735702,-79.442466,intersection_exact
AND MELROSE,529,,,,unmatched
EGLINTON AND PHARMACY,530,Eglinton Ave East at Pharmacy Ave,43.725855,-79.297171,intersection_exact
SHEPPARD AND SHORTTING,531,Sheppard Ave East at Shorting Rd,43.791862,-79.248722,intersection_exact
DUNDAS AND E MALL,532,West Mall Cres at Dundas St West South Side,43.626881,-79.562105,fuzzy_86
AIRPORT AND AMERICAN D,533,Airport Rd at American Dr,43.689113,-79.621705,fuzzy_91
BLOOR AND PARLIAMENT,534,Parliament St at Bloor St East,43.671579,-79.37081,intersection_exact
EGLINTON AND WINCOTT,535,Eglinton Ave West at Wincott Dr,43.678585,-79.545262,intersection_exact
BATHURST AND GREENWIN,536,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
AVON LOOP,537,Davenport Rd at Oakwood Ave,43.674514,-79.433361,fuzzy_68
YONGE ADELAIDE,538,Yonge St at Front St West,43.646785,-79.377161,fuzzy_86
DAVENPORT AND LANSDOWNE,539,Lansdowne Ave at Davenport Rd,43.671425,-79.448192,intersection_exact
BRIMLEY AND STEELES,540,Steeles Ave East at Brimley Rd,43.828448,-79.286833,intersection_exact
MARTIN GROVE AND TOLLI,541,Waterbury Dr at Martin Grove Rd,43.687672,-79.569349,fuzzy_86
LANSDOWNE AND QUEEN STATION,542,Lansdowne Ave at Queen St West,43.640886,-79.436848,intersection_exact
ALBION AND ARCOT,543,Arcot Blvd at Albion Rd,43.727048,-79.551654,intersection_exact
LANSDOWNE AND RIDEAU,544,Lansdowne Ave at Rideau Ave,43.646627,-79.438911,intersection_exact
AUKLAND AND DUNDAS,545,Dundas St West at Aukland Rd,43.637943,-79.538266,intersection_exact
BISHOP ACROSS,546,,,,unmatched
DUNDAS STATION AND KEELE,548,Keele St at Glenlake Ave,43.658146,-79.461353,fuzzy_86
FINCH AND YORK GATE,549,Finch Ave West at York Gate Blvd,43.756776,-79.52119,intersection_exact
FINCH AND MARKHAM,550,Markham Rd at Finch Ave East,43.812817,-79.242767,intersection_exact
BATHURST AND SOUTHBOUR,551,Bathurst St at Wilson Ave South Side,43.736782,-79.43401,fuzzy_86
DANFORTH AND ST CLAIR STATION,552,St Clair Ave East at Danforth Rd,43.71665,-79.260259,intersection_exact
G AND THORNCLIFFE PARK,555,49 Thorncliffe Park Dr,43.702437,-79.342468,fuzzy_89
KIPLING AND MT OLIVE,556,Kipling Ave at Genthorn Ave North Side,43.723684,-79.57228,fuzzy_86
EGLINTON AND KEELE STATION,557,Eglinton Ave East at Pharmacy Ave,43.725855,-79.297171,fuzzy_86
MORNINGSIDE AND NETHER,558,,,,unmatched
KEELE STATION AND STEELES,560,Steeles Ave East at Tarbert Rd,43.804084,-79.392106,fuzzy_86
SHEPPARD AND WARDEN,561,Warden Ave at Sheppard Ave East,43.77887,-79.308173,intersection_exact
CHURCH AND WESTON,562,Church St at Weston Rd,43.703403,-79.524942,intersection_exact
SHEPPARD AND WARDEN STATION,563,Sheppard Ave East at Breckon Gate,43.80027,-79.20723,fuzzy_86
JANE AND TRETHEWEY,564,Jane St at Trethewey Dr,43.697819,-79.502577,intersection_exact
ATTINGTON AND SHEPPARD,565,Sheppard Ave West at Harlock Blvd,43.753826,-79.445872,fuzzy_86
TERMINAL 1,566,Bay St at Lake Shore Blvd W,43.643114,-79.377779,geo_144m
YONGE AND YORK MILLS,567,Yonge St at York Mills Rd,43.743783,-79.406435,intersection_exact
BAYVIEW STATION AND CUMMER,568,Steeles Ave East at Bayview Ave,43.802916,-79.39735,fuzzy_86
KEELE AND SHEPPARD,569,Sheppard Ave West at Keele St,43.744618,-79.486717,intersection_exact
BLOOR AND OSSINGTON,570,Ossington Ave at Bloor St West,43.661821,-79.425454,intersection_exact
BELLAMY AND LAWRENCE,571,Lawrence Ave East at Bellamy Rd North,43.757514,-79.23561,intersection_exact
